Player,Hero,Role,Winner,File,Date,Map,GameTime,HeroKills,Assists,Takedowns,Deaths,MinionDmg,SummonDmg,StructDmg,SiegeDmg,HeroDmg,DmgTaken,XP,SpentDead,Rooting,Silence,Stun,CC,OnFire,SpellDmg,PhysDmg,MercDmg,MercCaptures,MinionKills,Regen,Award,HealShield,SelfHeal,,
Rampage15th#1710,Orphea,Ranged Assassin,Winner,2024-11-06 21.17.10 Ciudad argenta.StormReplay,06/11/2024,Ciudad argenta.StormReplay,00:32:07,8,43,51,11,93505,24265,4950,148629,81564,91320,46548,00:06:54,00:00:00,00:00:00,00:00:00,00:02:02,00:01:17,00:00:00,64596,1999,4,100,46,0,0,13088,,
Zombicioso#1115,Rehgar,Healer,Loser,2024-10-27 23.09.26 Puesto de avanzada de Braxis.StormReplay,27/10/2024,Puesto de avanzada de Braxis.StormReplay,00:26:16,6,42,48,11,14625,17394,9944,42891,51657,112108,19409,00:05:11,00:00:00,00:00:00,00:00:00,04:13:23,00:00:00,00:00:00,45637,8205,2,8,29,MostHealing,156981,1659,,
Raizenser#1838,Mal'Ganis,Tank,Loser,2024-06-20 00.07.57 Ciudad argenta.StormReplay,20/06/2024,Ciudad argenta.StormReplay,00:27:17,8,32,40,11,28593,15378,3235,49316,51769,149675,20389,00:05:51,00:00:00,00:00:00,00:02:33,00:03:54,00:00:00,00:00:00,16264,8918,3,19,32,MostStuns,5291,43005,,
Deathmask#1670,Jaina,Mage,Winner,2024-11-13 23.00.33 Ciudad argenta.StormReplay,13/11/2024,Ciudad argenta.StormReplay,00:19:38,7,25,32,11,32257,11636,11368,60099,27882,39332,21361,00:05:03,00:00:00,00:00:00,00:00:00,00:03:21,00:00:00,00:00:00,6512,10252,2,43,16,0,0,0,,
Deathmask#1670,Diablo,Tank,Loser,2024-01-26 22.04.04 Puesto de avanzada de Braxis.StormReplay,26/01/2024,Puesto de avanzada de Braxis.StormReplay,00:18:47,6,25,31,11,12135,0,12202,24868,40578,155112,15866,00:02:31,00:00:00,00:00:00,00:00:41,00:00:41,00:00:12,00:00:00,37341,4350,2,17,21,MostTeamfightDamageTaken,0,23164,,
WatchdogMan#1114,D.Va,Bruiser,Winner,2024-01-18 22.26.44 Caverna perdida.StormReplay,18/01/2024,Caverna perdida.StormReplay,00:26:03,3,25,28,11,95970,0,17612,113582,90793,199105,25538,00:04:16,00:00:00,00:00:00,00:00:15,00:12:57,00:00:24,00:00:00,59745,0,0,71,57,0,0,7794,,
WatchdogMan#1114,Mal'Ganis,Tank,Loser,2024-02-04 01.04.31 Ciudad argenta.StormReplay,04/02/2024,Ciudad argenta.StormReplay,00:23:14,1,25,26,11,35703,0,6213,43681,81132,188883,19947,00:04:24,00:00:00,00:00:00,00:04:33,00:04:33,00:00:00,00:00:00,15230,2853,0,27,36,MostStuns,0,92342,,
Zombicioso#1115,Genji,Melee Assassin,Winner,2024-01-10 23.52.51 Lost Cavern.StormReplay,10/01/2024,Lost Cavern.StormReplay,00:24:11,6,24,30,11,42528,1080,18306,61914,107951,125575,20991,00:05:15,00:00:00,00:00:00,00:00:00,00:01:03,00:00:00,00:00:00,42695,0,0,32,49,0,0,26620,,
WatchdogMan#1114,D.Va,Bruiser,Loser,2024-04-12 23.43.45 Distrito industrial.StormReplay,12/04/2024,Distrito industrial.StormReplay,00:19:53,5,23,28,11,85091,21536,13436,120063,85876,146538,26911,00:02:46,00:00:00,00:00:00,00:00:13,00:10:09,00:00:32,00:00:00,58151,50,0,86,47,0,0,6192,,
WatchdogMan#1114,Blaze,Tank,Winner,2023-12-31 01.37.00 Distrito industrial.StormReplay,31/12/2023,Distrito industrial.StormReplay,00:23:13,5,22,27,11,57528,17111,7184,81823,79095,157189,26363,00:05:39,00:00:00,00:00:00,00:00:57,00:35:47,00:00:00,00:00:00,28256,0,0,61,59,MostTeamfightHeroDamageDone,0,17318,,
WatchdogMan#1114,Muradin,Tank,Winner,2024-11-20 23.20.55 Caverna perdida.StormReplay,20/11/2024,Caverna perdida.StormReplay,00:24:09,4,22,26,11,29791,0,4878,34669,73486,128005,18290,00:05:32,00:00:00,00:00:00,00:00:55,00:04:06,00:00:54,00:00:00,26428,0,0,18,44,0,0,26763,,
Deathmask#1670,Jaina,Mage,Winner,2024-06-05 22.04.14 Lost Cavern.StormReplay,05/06/2024,Lost Cavern.StormReplay,00:18:37,2,22,24,11,43802,11156,28238,83196,64261,52192,15246,00:04:21,00:00:39,00:00:00,00:00:00,00:50:16,00:00:00,00:00:00,14745,0,0,49,23,0,0,0,,
Rampage15th#1710,Brightwing,Healer,Winner,2024-08-23 22.55.24 Industrial District.StormReplay,23/08/2024,Industrial District.StormReplay,00:21:29,2,22,24,11,8297,0,2126,10423,18640,65232,12579,00:05:14,00:00:00,00:00:46,00:00:00,00:01:42,00:00:00,00:00:00,24080,0,0,19,25,0,94714,0,,
Raizenser#1838,Nova,Ranged Assassin,Loser,2024-07-13 01.03.58 Ciudad argenta.StormReplay,13/07/2024,Ciudad argenta.StormReplay,00:26:00,9,21,31,11,60665,6,3665,73290,129424,66717,25606,00:06:21,00:00:00,00:00:00,00:00:00,00:03:06,00:00:58,00:00:00,40684,5529,4,60,26,0,0,0,,
Zombicioso#1115,Blaze,Tank,Winner,2024-02-04 00.37.49 Distrito industrial.StormReplay,04/02/2024,Distrito industrial.StormReplay,00:20:53,9,21,30,11,28475,20677,23875,73027,49558,103795,19155,00:04:54,00:00:00,00:00:00,00:00:33,00:07:10,00:00:00,00:00:00,34734,86,0,26,37,0,0,10172,,
WatchdogMan#1114,Alarak,Melee Assassin,Loser,2024-09-27 23.17.21 Braxis Outpost.StormReplay,27/09/2024,Braxis Outpost.StormReplay,00:29:29,8,21,29,11,118199,20166,11734,157216,153243,179259,31796,00:04:56,00:00:00,00:00:46,00:00:00,00:03:58,00:01:12,00:00:00,48270,0,0,108,54,0,0,31988,,
Deathmask#1670,Dehaka,Bruiser,Winner,2024-01-26 23.36.10 Caverna perdida.StormReplay,26/01/2024,Caverna perdida.StormReplay,00:19:16,2,21,23,11,26746,3129,1644,31519,40855,111964,16991,00:04:55,00:00:00,00:00:12,00:00:32,00:01:32,00:00:00,00:00:00,19284,0,0,19,15,MostEscapes,0,42404,,
Zombicioso#1115,Artanis,Bruiser,Loser,2024-09-22 17.23.10 Puesto de avanzada de Braxis.StormReplay,22/09/2024,Puesto de avanzada de Braxis.StormReplay,00:21:47,6,20,26,11,32917,3301,14468,50686,102374,165568,17750,00:04:38,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,89807,4149,2,37,37,0,0,50206,,
Raizenser#1838,Kael'thas,Mage,Winner,2023-12-10 00.52.29 Puesto de avanzada de Braxis.StormReplay,10/12/2023,Puesto de avanzada de Braxis.StormReplay,00:29:47,17,19,36,11,105373,0,28352,149644,68756,72795,42033,00:05:44,00:00:00,00:00:00,00:00:10,00:00:10,00:01:22,00:00:00,10742,27001,2,106,43,0,0,13507,,
Zombicioso#1115,Zarya,Support,Loser,2024-02-04 01.04.31 Ciudad argenta.StormReplay,04/02/2024,Ciudad argenta.StormReplay,00:23:14,7,19,26,11,42145,0,7463,53952,128154,110584,20844,00:04:09,00:00:00,00:00:59,00:00:00,00:00:00,00:01:48,00:00:00,99393,9378,2,56,39,0,21893,34932,,
Deathmask#1670,Valla,Ranged Assassin,Winner,2024-11-20 23.20.55 Caverna perdida.StormReplay,20/11/2024,Caverna perdida.StormReplay,00:24:09,6,19,25,11,70077,0,7074,77151,138926,58291,26171,00:05:28,00:00:00,00:00:00,00:00:00,00:00:00,00:00:38,00:00:00,57933,0,0,81,36,0,0,10022,,
WatchdogMan#1114,Li-Ming,Mage,Winner,2024-09-22 23.57.59 Distrito industrial.StormReplay,22/09/2024,Distrito industrial.StormReplay,00:24:17,4,19,23,11,53017,6160,33037,94179,84890,78509,20080,00:04:53,00:00:00,00:00:00,00:00:00,00:00:00,00:01:24,00:00:00,11815,244,0,34,30,0,0,16804,,
Deathmask#1670,Valla,Ranged Assassin,Winner,2024-10-09 23.45.05 Caverna perdida.StormReplay,09/10/2024,Caverna perdida.StormReplay,00:23:28,6,18,24,11,57956,0,31546,89502,105070,75573,19159,00:04:25,00:00:00,00:00:00,00:00:00,00:00:00,00:00:10,00:00:00,83408,0,0,47,30,0,0,11987,,
ChapelHots#1560,Blaze,Tank,Winner,2024-03-22 22.00.16 Distrito industrial.StormReplay,22/03/2024,Distrito industrial.StormReplay,00:21:55,2,18,20,11,32517,12849,10268,55634,69150,176374,13752,00:03:57,00:00:00,00:00:00,00:01:19,00:25:31,00:00:00,00:00:00,43065,0,0,32,40,0,0,38958,,
Raizenser#1838,Alarak,Melee Assassin,Loser,2024-04-27 00.12.20 Caverna perdida.StormReplay,27/04/2024,Caverna perdida.StormReplay,00:23:08,10,17,27,11,33834,0,3508,37342,71275,104090,13275,00:06:46,00:00:00,00:00:45,00:00:00,00:01:24,00:00:12,00:00:00,20941,0,0,28,32,MostSilences,0,14201,,
Deathmask#1670,Falstad,Ranged Assassin,Loser,2024-10-04 22.23.51 Braxis Outpost.StormReplay,04/10/2024,Braxis Outpost.StormReplay,00:19:15,8,17,25,11,30776,3613,30501,68340,71004,61081,17838,00:03:50,00:00:00,00:00:00,00:00:00,00:02:50,00:00:00,00:00:00,59799,0,0,38,24,0,0,12933,,
Ticoman#1667,Imperius,Bruiser,Winner,2024-04-19 22.59.14 Industrial District.StormReplay,19/04/2024,Industrial District.StormReplay,00:19:56,7,17,24,11,19274,0,2595,21869,58022,116470,9829,00:05:19,00:00:00,00:00:00,00:00:32,00:02:42,00:00:00,00:00:00,19745,0,0,10,33,0,0,27026,,
Raizenser#1838,Mal'Ganis,Tank,Winner,2024-09-04 06.47.17 Ciudad argenta.StormReplay,04/09/2024,Ciudad argenta.StormReplay,00:18:30,4,17,21,11,21591,0,4805,27196,32771,108004,12851,00:04:44,00:00:00,00:00:00,00:01:48,00:02:55,00:00:00,00:00:00,14798,9212,3,19,22,0,10564,22923,,
Deathmask#1670,Fenix,Ranged Assassin,Loser,2023-12-01 23.18.12 Ciudad argenta.StormReplay,01/12/2023,Ciudad argenta.StormReplay,00:18:38,9,16,25,11,16480,0,6429,26092,43471,56497,14389,00:04:57,00:00:00,00:00:00,00:00:00,00:02:38,00:00:00,00:00:00,35935,9286,3,15,17,MostVengeancesPerformed,0,290,,
Ticoman#1667,Diablo,Tank,Winner,2024-07-12 23.23.31 Caverna perdida.StormReplay,12/07/2024,Caverna perdida.StormReplay,00:23:56,9,16,25,11,19410,11610,2059,33079,49617,196454,16804,00:03:55,00:00:00,00:00:00,00:01:00,00:01:00,00:00:00,00:00:00,40457,0,0,8,42,0,0,54337,,
Zombicioso#1115,Qhira,Melee Assassin,Loser,2024-08-02 22.42.12 Puesto de avanzada de Braxis.StormReplay,02/08/2024,Puesto de avanzada de Braxis.StormReplay,00:21:29,8,16,24,11,23804,0,15339,41279,83467,93261,15633,00:05:20,00:00:00,00:00:00,00:00:19,00:01:53,00:00:00,00:00:00,22191,5407,2,34,31,0,0,21313,,
Raizenser#1838,Sonya,Bruiser,Loser,2023-12-03 23.33.20 Caverna perdida.StormReplay,03/12/2023,Caverna perdida.StormReplay,00:30:59,8,16,24,11,34406,15382,10218,60006,137617,241818,20176,00:06:41,00:00:00,00:00:00,00:01:03,00:01:03,00:00:24,00:00:00,42495,0,0,44,40,MostTeamfightDamageTaken,0,76634,,
Raizenser#1838,Illidan,Melee Assassin,Loser,2024-07-28 19.20.29 Puesto de avanzada de Braxis.StormReplay,28/07/2024,Puesto de avanzada de Braxis.StormReplay,00:19:12,8,15,23,11,11204,0,5096,17125,49877,83826,9782,00:05:13,00:00:00,00:00:00,00:00:07,00:00:24,00:00:00,00:00:00,36891,16951,2,13,21,0,0,21378,,
Raizenser#1838,Arthas,Tank,Winner,2024-01-18 00.31.12 Puesto de avanzada de Braxis.StormReplay,18/01/2024,Puesto de avanzada de Braxis.StormReplay,00:17:44,7,15,22,11,29034,6044,8187,43265,35044,103088,12862,00:04:45,00:00:28,00:00:00,00:00:00,00:03:27,00:00:00,00:00:00,18242,668,1,21,17,0,0,31832,,
Zombicioso#1115,Illidan,Melee Assassin,Loser,2024-10-04 22.40.06 Silver City.StormReplay,04/10/2024,Silver City.StormReplay,00:13:52,5,15,20,11,10554,0,13715,24570,36588,90260,7571,00:02:58,00:00:00,00:00:00,00:00:04,00:00:41,00:00:00,00:00:00,34725,5505,2,5,15,0,0,39548,,
Ticoman#1667,Malthael,Bruiser,Winner,2024-10-20 22.48.07 Lost Cavern.StormReplay,20/10/2024,Lost Cavern.StormReplay,00:22:56,5,15,20,11,14462,5907,736,21105,93577,113252,8830,00:05:28,00:00:00,00:00:00,00:00:00,00:04:22,00:00:19,00:00:00,19839,0,0,17,31,0,0,29169,,
Raizenser#1838,Muradin,Tank,Winner,2024-10-27 01.40.40 Caverna perdida.StormReplay,27/10/2024,Caverna perdida.StormReplay,00:21:50,1,15,16,11,11278,0,7009,18287,36163,150075,12059,00:04:28,00:00:00,00:00:00,00:01:01,00:02:43,00:00:00,00:00:00,11316,0,0,12,32,MostTeamfightDamageTaken,0,22643,,
Raizenser#1838,Malthael,Bruiser,Loser,2024-01-10 21.53.29 Caverna perdida.StormReplay,10/01/2024,Caverna perdida.StormReplay,00:20:56,7,14,21,11,30897,0,3998,34895,101353,117871,14481,00:05:49,00:00:00,00:00:00,00:00:00,00:04:57,00:00:00,00:00:00,31227,0,0,35,26,0,0,33971,,
Raizenser#1838,Qhira,Melee Assassin,Winner,2024-01-01 22.31.59 Puesto de avanzada de Braxis.StormReplay,01/01/2024,Puesto de avanzada de Braxis.StormReplay,00:17:49,5,14,19,11,18227,5442,2134,25970,35070,69741,11982,00:04:54,00:00:00,00:00:00,00:00:13,00:00:13,00:00:00,00:00:00,11212,6015,2,20,19,0,0,11726,,
Raizenser#1838,The Butcher,Melee Assassin,Loser,2024-02-04 01.26.36 Puesto de avanzada de Braxis.StormReplay,04/02/2024,Puesto de avanzada de Braxis.StormReplay,00:21:04,3,14,17,11,25003,2335,12876,41228,33100,108986,11202,00:04:29,00:00:00,00:00:27,00:00:18,00:01:52,00:00:00,00:00:00,29940,1791,1,27,28,0,0,21777,,
Raizenser#1838,Artanis,Bruiser,Winner,2024-11-28 23.17.15 Ciudad argenta.StormReplay,28/11/2024,Ciudad argenta.StormReplay,00:15:15,5,13,18,11,12748,1258,10156,28956,67431,100309,9401,00:05:11,00:00:00,00:00:00,00:00:00,00:00:47,00:00:11,00:00:00,56463,10539,2,17,16,0,0,26400,,
Malenfant#11223,Mei,Tank,Loser,2024-01-27 22.50.34 Puesto de avanzada de Braxis.StormReplay,27/01/2024,Puesto de avanzada de Braxis.StormReplay,00:22:34,4,13,17,11,57100,0,20685,77970,53818,141681,15422,00:04:27,00:00:00,00:00:00,00:00:34,00:17:50,00:00:00,00:00:00,32621,0,0,36,32,0,0,30765,,
Raizenser#1838,Yrel,Bruiser,Loser,2024-01-27 22.50.34 Puesto de avanzada de Braxis.StormReplay,27/01/2024,Puesto de avanzada de Braxis.StormReplay,00:22:34,0,13,13,11,24633,0,13353,38131,53056,139079,14186,00:04:49,00:00:00,00:00:00,00:00:23,00:00:47,00:00:00,00:00:00,19796,4314,1,30,34,0,20982,27012,,
Raizenser#1838,Varian,Bruiser,Winner,2024-02-08 22.42.02 Caverna perdida.StormReplay,08/02/2024,Caverna perdida.StormReplay,00:29:31,7,12,19,11,57885,3029,10273,71187,171301,219414,19018,00:06:54,00:00:00,00:00:00,00:00:00,00:03:59,00:00:00,00:00:00,71816,0,0,35,44,MostTeamfightHeroDamageDone,0,87737,,
Deathmask#1670,The Butcher,Melee Assassin,Winner,2024-03-06 22.48.58 Distrito industrial.StormReplay,06/03/2024,Distrito industrial.StormReplay,00:18:42,1,12,13,11,20848,0,0,22429,36213,88882,14813,00:05:17,00:00:00,00:00:15,00:00:06,00:01:38,00:00:00,00:00:00,33766,0,0,37,20,0,0,13515,,
Raizenser#1838,Muradin,Tank,Winner,2023-12-09 00.59.25 Ciudad argenta.StormReplay,09/12/2023,Ciudad argenta.StormReplay,00:18:50,1,12,13,11,14254,0,5953,23351,69805,154108,8816,00:04:19,00:00:00,00:00:00,00:01:08,00:03:26,00:00:00,00:00:00,32426,14393,3,12,24,0,0,20921,,
Deathmask#1670,Illidan,Melee Assassin,Winner,2024-04-03 23.07.13 Distrito industrial.StormReplay,03/04/2024,Distrito industrial.StormReplay,00:20:34,7,11,18,11,17229,0,27341,44570,64317,120154,11287,00:04:09,00:00:00,00:00:00,00:00:06,00:01:11,00:00:00,00:00:00,62412,0,0,20,15,MostEscapes,0,42443,,
Ticoman#1667,E.T.C.,Tank,Loser,2024-06-23 22.41.21 Ciudad argenta.StormReplay,23/06/2024,Ciudad argenta.StormReplay,00:22:19,0,11,11,11,21101,0,4456,25728,24962,115784,12248,00:05:17,00:00:00,00:00:00,00:00:42,00:00:42,00:00:00,00:00:00,23852,9902,4,25,35,0,0,13318,,
WatchdogMan#1114,Kel'Thuzad,Mage,Loser,2024-07-06 01.11.55 Caverna perdida.StormReplay,06/07/2024,Caverna perdida.StormReplay,00:16:31,5,10,15,11,22263,0,6619,28882,25419,34861,11110,00:04:09,00:00:08,00:00:00,00:00:01,00:01:19,00:00:00,00:00:00,1898,0,0,19,17,0,0,611,,
WatchdogMan#1114,Li-Ming,Mage,Winner,2024-12-08 00.09.00 Puesto de avanzada de Braxis.StormReplay,08/12/2024,Puesto de avanzada de Braxis.StormReplay,00:22:06,4,10,14,11,34209,0,11916,46125,92632,53304,13440,00:05:48,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,5702,3753,1,37,25,0,0,8538,,
Raizenser#1838,Diablo,Tank,Loser,2024-09-22 17.43.10 Ciudad argenta.StormReplay,22/09/2024,Ciudad argenta.StormReplay,00:19:11,4,9,13,11,14606,0,1536,16493,40991,146246,11100,00:04:00,00:00:00,00:00:00,00:00:48,00:04:12,00:00:00,00:00:00,23357,7321,4,7,24,0,0,13872,,
Deathmask#1670,Blaze,Tank,Winner,2024-11-14 00.07.32 Ciudad argenta.StormReplay,14/11/2024,Ciudad argenta.StormReplay,00:19:55,1,9,10,11,24433,0,0,26579,67823,120062,9320,00:04:44,00:00:00,00:00:00,00:00:46,00:21:04,00:00:00,00:00:00,24256,224,0,21,8,MostTeamfightDamageTaken,0,31416,,
Deathmask#1670,Mal'Ganis,Tank,Loser,2024-11-20 23.59.41 Distrito industrial.StormReplay,20/11/2024,Distrito industrial.StormReplay,00:19:44,1,9,10,11,12008,2878,338,15224,16594,82523,5925,00:04:30,00:00:00,00:00:00,00:00:46,00:01:04,00:00:00,00:00:00,9713,0,0,6,19,0,7250,21189,,
WatchdogMan#1114,Diablo,Tank,Winner,2024-08-25 23.58.07 Ciudad argenta.StormReplay,25/08/2024,Ciudad argenta.StormReplay,00:15:31,0,9,9,11,10834,0,679,11599,31359,117175,7721,00:03:14,00:00:00,00:00:00,00:00:31,00:03:11,00:00:00,00:00:00,17122,1466,3,6,16,0,0,17518,,
Ticoman#1667,Kerrigan,Melee Assassin,Winner,2024-03-13 23.09.00 Puesto de avanzada de Braxis.StormReplay,13/03/2024,Puesto de avanzada de Braxis.StormReplay,00:22:13,8,8,16,11,9647,2576,5242,22431,40608,76971,9473,00:04:49,00:00:00,00:00:00,00:00:13,00:00:23,00:00:00,00:00:00,19211,2614,2,12,29,0,0,12710,,
WatchdogMan#1114,Arthas,Tank,Winner,2024-02-02 22.52.33 Caverna perdida.StormReplay,02/02/2024,Caverna perdida.StormReplay,00:14:57,1,8,9,11,12475,1325,6148,19948,34971,103481,6001,00:04:03,00:00:36,00:00:00,00:00:00,00:05:04,00:00:00,00:00:00,11650,0,0,9,14,MostRoots,0,20789,,
Zombicioso#1115,Nazeebo,Mage,Loser,2024-10-02 23.25.25 Silver City.StormReplay,02/10/2024,Silver City.StormReplay,00:14:01,2,7,9,11,15790,16467,42007,74264,12644,29554,7585,00:02:42,00:00:00,00:00:00,00:00:00,00:00:18,00:00:00,00:00:00,11666,4118,0,20,0,0,0,547,,
ChapelHots#1560,Imperius,Bruiser,Loser,2024-05-17 22.44.47 Distrito industrial.StormReplay,17/05/2024,Distrito industrial.StormReplay,00:13:38,2,7,9,11,12400,3318,476,16194,14677,75793,7002,00:03:23,00:00:00,00:00:00,00:00:19,00:01:09,00:00:00,00:00:00,7813,0,0,12,25,0,0,6519,,
WatchdogMan#1114,D.Va,Bruiser,Winner,2024-11-22 22.54.06 Puesto de avanzada de Braxis.StormReplay,22/11/2024,Puesto de avanzada de Braxis.StormReplay,00:15:43,2,7,9,11,31775,1237,9794,42806,44008,105035,10448,00:03:36,00:00:00,00:00:00,00:00:03,00:05:10,00:00:00,00:00:00,39837,0,0,40,27,0,0,5791,,
WatchdogMan#1114,Raynor,Ranged Assassin,Loser,2024-04-04 23.27.00 Caverna perdida.StormReplay,04/04/2024,Caverna perdida.StormReplay,00:15:55,1,7,8,11,29690,0,4958,34648,41757,48370,8915,00:04:00,00:00:00,00:00:00,00:00:00,00:02:35,00:00:00,00:00:00,41303,0,0,40,15,0,0,12819,,
Zombicioso#1115,Tassadar,Mage,Winner,2024-01-27 23.24.19 Caverna perdida.StormReplay,27/01/2024,Caverna perdida.StormReplay,00:14:09,2,6,8,11,26995,1703,0,28698,52750,54863,8970,00:03:57,00:00:00,00:00:00,00:00:00,00:03:30,00:00:00,00:00:00,24370,0,0,33,13,0,0,14029,,
Deathmask#1670,Cassia,Ranged Assassin,Winner,2024-08-04 22.24.35 Puesto de avanzada de Braxis.StormReplay,04/08/2024,Puesto de avanzada de Braxis.StormReplay,00:19:00,1,6,8,11,14232,7505,340,24291,80780,58036,7055,00:05:19,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,28150,0,0,22,11,MostTeamfightHeroDamageDone,1918,10418,,
Raizenser#1838,Valla,Ranged Assassin,Winner,2024-08-25 23.58.07 Ciudad argenta.StormReplay,25/08/2024,Ciudad argenta.StormReplay,00:15:31,0,6,6,11,7716,0,376,8826,47442,35573,3813,00:04:08,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,17479,7615,2,5,10,0,0,2664,,
Ticoman#1667,Tassadar,Mage,Winner,2024-09-04 23.33.17 Distrito industrial.StormReplay,04/09/2024,Distrito industrial.StormReplay,00:16:28,3,5,8,11,26117,0,6382,32499,46319,49637,9131,00:04:19,00:00:00,00:00:00,00:00:07,00:08:44,00:00:00,00:00:00,4144,0,0,37,28,0,0,0,,
Raizenser#1838,Imperius,Bruiser,Winner,2024-05-04 00.13.33 Ciudad argenta.StormReplay,04/05/2024,Ciudad argenta.StormReplay,00:17:15,2,5,7,11,13084,7923,1056,23843,52067,101180,5270,00:03:58,00:00:00,00:00:00,00:00:28,00:02:42,00:00:00,00:00:00,19271,309,0,11,23,0,0,26145,,
WatchdogMan#1114,Diablo,Tank,Winner,2024-03-24 22.20.53 Ciudad argenta.StormReplay,24/03/2024,Ciudad argenta.StormReplay,00:15:08,2,5,7,11,11216,1116,663,14796,34660,108590,8383,00:03:08,00:00:00,00:00:00,00:00:37,00:00:37,00:00:00,00:00:00,15941,6065,4,13,23,MostMercCampsCaptured,0,22190,,
WatchdogMan#1114,Orphea,Ranged Assassin,Winner,2024-06-29 00.20.00 Puesto de avanzada de Braxis.StormReplay,29/06/2024,Puesto de avanzada de Braxis.StormReplay,00:19:00,1,5,6,11,34731,8028,590,43349,67439,74894,10816,00:04:48,00:00:00,00:00:00,00:00:01,00:02:08,00:00:00,00:00:00,23695,0,0,32,15,0,0,16854,,
Ticoman#1667,Kael'thas,Mage,Loser,2024-08-06 22.17.21 Braxis Outpost.StormReplay,06/08/2024,Braxis Outpost.StormReplay,00:18:18,0,5,5,11,19991,0,0,23831,49439,38700,7127,00:03:51,00:00:00,00:00:00,00:00:08,00:00:08,00:00:00,00:00:00,5128,4528,1,30,19,0,0,0,,
Zombicioso#1115,Diablo,Tank,Loser,2024-01-27 23.09.03 Ciudad argenta.StormReplay,27/01/2024,Ciudad argenta.StormReplay,00:16:03,2,4,6,11,18114,0,834,20305,52914,105726,6915,00:03:12,00:00:00,00:00:00,00:00:33,00:03:05,00:00:00,00:00:00,20365,1819,1,16,19,MostTeamfightHeroDamageDone,0,18743,,
Zombicioso#1115,Zeratul,Ranged Assassin,Loser,2024-06-09 23.24.15 Ciudad argenta.StormReplay,09/06/2024,Ciudad argenta.StormReplay,00:15:30,7,3,10,11,4137,0,600,6017,41760,47808,3463,00:04:15,00:00:00,00:00:00,00:00:00,00:00:57,00:00:00,00:00:00,19119,4890,2,4,24,0,0,5224,,
Ticoman#1667,Malthael,Bruiser,Loser,2024-08-04 22.39.38 Ciudad argenta.StormReplay,04/08/2024,Ciudad argenta.StormReplay,00:14:02,3,3,6,11,16053,0,0,16420,34944,54820,6386,00:03:32,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,8811,356,0,19,10,0,0,8359,,
Zombicioso#1115,Kerrigan,Melee Assassin,Loser,2024-09-22 15.59.39 Distrito industrial.StormReplay,22/09/2024,Distrito industrial.StormReplay,00:15:15,8,2,10,11,13026,865,7204,21095,37088,69897,6808,00:03:36,00:00:00,00:00:00,00:00:16,00:00:16,00:00:00,00:00:00,18405,0,0,17,24,MostTeamfightHeroDamageDone,0,21224,,
Ticoman#1667,Malthael,Bruiser,Loser,2023-12-02 22.38.00 Distrito industrial.StormReplay,02/12/2023,Distrito industrial.StormReplay,00:19:07,3,1,4,11,16786,1915,272,18973,66156,86124,5630,00:04:45,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,10975,424,0,14,26,0,0,21959,,
Ticoman#1667,Alarak,Melee Assassin,Winner,2024-04-07 22.48.43 Lost Cavern.StormReplay,07/04/2024,Lost Cavern.StormReplay,00:27:01,7,47,54,10,37563,0,5573,43136,74240,99880,34222,00:05:08,00:00:00,00:00:12,00:00:00,00:00:00,00:00:07,00:00:00,29730,0,0,20,43,0,0,10925,,
Rampage15th#1710,Stukov,Healer,Loser,2024-02-08 23.44.20 Puesto de avanzada de Braxis.StormReplay,08/02/2024,Puesto de avanzada de Braxis.StormReplay,00:33:29,2,43,45,10,22186,0,5237,27675,41945,103152,26500,00:06:15,00:00:00,00:00:11,00:00:02,00:07:46,00:00:00,00:00:00,57452,0,0,31,50,0,125375,0,,
WatchdogMan#1114,Alarak,Melee Assassin,Winner,2024-04-07 22.48.43 Lost Cavern.StormReplay,07/04/2024,Lost Cavern.StormReplay,00:27:01,23,42,65,10,108277,0,35962,144239,159624,117561,47896,00:05:59,00:00:00,00:01:01,00:00:00,00:01:34,00:03:32,00:00:00,53255,0,0,71,44,MVP,0,30733,,
Ticoman#1667,Zul'jin,Ranged Assassin,Loser,2024-10-08 22.36.32 Puesto de avanzada de Braxis.StormReplay,08/10/2024,Puesto de avanzada de Braxis.StormReplay,00:25:04,8,42,50,10,39387,0,12240,53596,63243,86723,29734,00:05:14,00:00:00,00:00:00,00:00:00,00:05:22,00:02:48,00:00:00,50802,3985,2,43,33,0,0,22115,,
WatchdogMan#1114,Zarya,Support,Loser,2024-04-03 22.24.05 Puesto de avanzada de Braxis.StormReplay,03/04/2024,Puesto de avanzada de Braxis.StormReplay,00:33:46,7,37,44,10,115734,24084,14594,160204,96818,178438,32673,00:06:29,00:00:00,00:00:00,00:00:00,00:01:08,00:00:48,00:00:00,70967,6706,2,70,66,0,44882,63264,,
